id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,cummulative_assessment_results,clicks_forumng,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_subpage,assessment_score
502361,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,90,FALSE,Pass,51.75,139,185,103,14,77,80
502517,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,2,60,FALSE,Pass,52,304,175,323,4,150,74
503352,M,London Region,A Level or Equivalent,70-80%,35-55,0,120,FALSE,Distinction,63.75,426,483,1129,70,309,97
503477,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,FALSE,Pass,69.5,181,254,492,94,165,88
503764,M,South East Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,66,126,239,1126,311,206,89
504076,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,57.75,970,1423,2934,1230,893,90
504105,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,53.5,777,620,982,443,188,70
504321,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,54.5,67,112,174,214,71,100
505047,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,FALSE,Fail,48.5,48,60,283,0,73,69
505410,M,Wales,Lower Than A Level,70-80%,35-55,0,60,FALSE,Pass,42,660,276,937,380,248,53
506309,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,55.5,307,361,1056,662,296,87
506550,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,55.25,721,783,1366,605,293,74
507010,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,52.5,62,143,242,471,161,80
507941,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,71.5,2515,1219,2601,763,599,98
508059,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,90,FALSE,Fail,47.5,0,4,0,0,0,60
508210,M,Wales,HE Qualification,80-90%,0-35,0,90,FALSE,Pass,68.75,317,318,1472,253,329,94
508274,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,FALSE,Distinction,65,518,559,2072,1494,382,91
508295,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,TRUE,Fail,50.75,448,441,590,3590,363,64
508388,M,East Anglian Region,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,62.75,282,236,365,198,151,81
508804,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,FALSE,Pass,44.5,766,885,2489,609,594,69
508942,M,South Region,Lower Than A Level,10-20%,0-35,0,180,TRUE,Fail,69.5,2181,1772,1875,3733,894,97
510534,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,51.5,233,210,421,227,302,68
513228,M,North Western Region,Lower Than A Level,90-100%,0-35,1,90,FALSE,Pass,51.5,15,135,491,229,82,81
514558,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,TRUE,Fail,34.5,563,239,528,57,136,44
515285,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,67.25,466,370,613,403,232,56
515833,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,65,317,429,1684,264,272,87
515857,M,East Midlands Region,Lower Than A Level,10-20%,35-55,0,60,FALSE,Pass,63,164,411,1607,664,388,76
515888,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,FALSE,Pass,66,493,754,846,803,356,93
516095,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,45.5,114,251,795,281,250,83
516620,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Fail,31.75,44,100,135,32,172,55
517731,F,South West Region,A Level or Equivalent,50-60%,0-35,0,150,FALSE,Pass,52.5,546,409,1781,1398,425,74
518544,M,South Region,Lower Than A Level,80-90%,0-35,1,120,FALSE,Pass,64,82,140,662,131,192,90
520061,M,North Region,Lower Than A Level,NA,35-55,1,90,FALSE,Fail,40,223,798,3228,590,691,71
522007,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,FALSE,Fail,51.75,767,401,1278,329,223,70
522257,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,60,FALSE,Pass,60,973,997,1833,1006,560,83
522740,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Pass,49.5,83,130,502,241,87,68
523680,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,65.25,1407,909,3772,785,686,90
523971,M,London Region,A Level or Equivalent,10-20%,0-35,1,60,FALSE,Fail,45,65,107,476,0,55,53
524407,M,London Region,HE Qualification,50-60%,35-55,0,60,FALSE,Pass,36.75,226,297,465,1076,381,58
524845,F,Scotland,A Level or Equivalent,80-90%,0-35,0,150,TRUE,Pass,51.75,153,477,1493,387,537,71
524938,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,60,FALSE,Fail,41,84,332,1278,11,209,93
524974,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,59.25,69,140,496,107,197,91
526601,M,South Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,61,547,526,1264,1179,258,89
527148,M,North Western Region,HE Qualification,70-80%,0-35,0,150,FALSE,Pass,60.5,308,266,1289,473,228,86
527494,M,South Region,Lower Than A Level,NA,0-35,0,60,FALSE,Pass,68.5,140,526,1545,844,444,91
527713,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Distinction,67.5,378,609,1867,579,514,100
528506,M,South Region,HE Qualification,90-100%,0-35,0,60,FALSE,Pass,63.25,188,208,758,226,116,83
528559,M,North Region,No Formal quals,NA,0-35,1,90,FALSE,Pass,52.25,220,290,460,0,301,97
529201,M,Scotland,HE Qualification,10-20%,0-35,0,90,FALSE,Pass,45.25,93,96,156,470,131,73
529309,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,FALSE,Pass,62.75,80,144,681,337,180,89
529723,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,51.75,645,333,863,244,223,65
529862,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,60,FALSE,Distinction,69.5,275,220,1042,455,250,96
530043,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,58.5,40,168,1272,80,147,79
530159,M,East Anglian Region,A Level or Equivalent,10-20%,0-35,1,60,FALSE,Pass,32,66,114,793,2,175,54
530940,F,London Region,Lower Than A Level,50-60%,0-35,0,90,FALSE,Pass,50,2209,1060,1667,1735,581,83
533523,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,FALSE,Pass,41,418,787,1927,864,434,74
533975,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,47.5,317,314,993,327,175,86
535131,M,London Region,A Level or Equivalent,10-20%,0-35,1,60,FALSE,Pass,59,407,288,585,127,155,96
536331,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,55.25,40,109,249,0,98,68
537328,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,FALSE,Pass,60.75,256,349,911,396,256,68
537942,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,FALSE,Pass,55.75,167,203,911,345,211,78
540503,M,London Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,36.5,243,241,671,45,222,65
541783,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,34.75,178,133,440,220,150,73
543607,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,FALSE,Pass,59.25,330,435,840,794,268,23
543763,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,57.5,117,123,196,211,90,72
543953,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,49,538,678,2531,2607,673,75
544090,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Distinction,67,190,465,1147,1328,374,92
544092,M,North Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,61.75,316,483,1135,468,287,87
544207,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Distinction,68.25,1535,1052,935,700,225,100
544289,M,North Region,HE Qualification,NA,0-35,1,90,FALSE,Pass,56,1037,2096,1185,1065,633,25
546065,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,54.5,333,206,545,295,129,65
546480,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,60.75,262,161,523,309,171,92
546934,M,London Region,Lower Than A Level,10-20%,0-35,0,60,FALSE,Pass,55.25,770,540,660,111,168,41
547154,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,61.75,691,415,668,679,269,81
547393,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Fail,38.5,186,329,346,1937,326,47
547773,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,FALSE,Pass,60,137,272,800,398,213,74
548508,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,53.5,828,657,1169,975,265,86
548666,M,South Region,Lower Than A Level,60-70%,0-35,0,90,FALSE,Pass,59.5,539,925,1170,774,228,79
548722,F,Scotland,A Level or Equivalent,10-20%,0-35,1,90,FALSE,Pass,46.5,2046,1796,522,561,240,40
549300,F,South West Region,Lower Than A Level,10-20%,0-35,0,60,TRUE,Distinction,66.25,270,309,957,354,214,85
549397,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,65.25,629,433,1691,726,372,94
551245,F,North Region,HE Qualification,NA,0-35,0,60,FALSE,Pass,55,484,772,978,824,331,80
551277,M,Ireland,A Level or Equivalent,70-80%,35-55,0,120,FALSE,Pass,45,30,149,131,313,97,42
551354,F,North Region,A Level or Equivalent,NA,0-35,0,120,FALSE,Fail,42.75,968,623,513,165,189,51
551399,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,53.75,40,219,637,352,158,39
551557,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,60,164,158,421,654,115,59
551812,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,59.5,1129,641,934,771,338,88
552104,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,TRUE,Distinction,64.25,381,328,1400,1686,269,91
553187,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,90,FALSE,Pass,40.75,97,228,1003,199,136,65
553283,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Distinction,61.5,390,349,539,291,152,92
553364,M,Scotland,A Level or Equivalent,20-30%,0-35,1,120,FALSE,Pass,60.25,213,313,797,74,187,75
554257,F,Scotland,HE Qualification,90-100%,0-35,0,150,FALSE,Pass,53.25,193,145,675,307,124,80
554470,M,South Region,Lower Than A Level,50-60%,0-35,0,90,FALSE,Pass,61.25,438,437,1387,629,394,86
554586,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,70,579,516,1230,264,195,23
554846,M,Ireland,A Level or Equivalent,80-90%,35-55,0,120,FALSE,Distinction,68,1499,1021,2442,493,899,96
555498,M,East Anglian Region,HE Qualification,50-60%,35-55,0,60,FALSE,Pass,59,575,515,1851,760,499,88
555786,M,Wales,A Level or Equivalent,90-100%,0-35,1,90,FALSE,Fail,41.75,66,129,161,0,52,49
555855,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,FALSE,Pass,48.75,95,568,2468,423,469,77
556639,M,South West Region,A Level or Equivalent,10-20%,0-35,0,120,FALSE,Pass,40.75,117,190,729,30,160,48
556646,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,70.25,590,463,1050,948,212,95
557012,M,West Midlands Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Distinction,67,293,436,1514,996,377,100
557020,M,South Region,Lower Than A Level,20-30%,0-35,0,90,FALSE,Pass,56.25,436,337,784,45,176,80
557044,M,Scotland,HE Qualification,30-40%,35-55,0,60,FALSE,Pass,61.25,148,306,1035,227,233,59
557054,M,North Western Region,HE Qualification,10-20%,35-55,0,90,FALSE,Distinction,68.25,254,109,278,69,144,99
557385,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,57.5,103,158,492,663,143,79
557395,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,FALSE,Pass,63,658,758,421,490,435,84
557545,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,69.75,373,389,552,722,307,95
557655,M,Scotland,HE Qualification,40-50%,35-55,0,60,FALSE,Pass,54.25,106,126,825,196,212,80
557661,M,South Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Pass,47.25,161,75,88,411,102,46
557735,M,South West Region,Lower Than A Level,70-80%,0-35,1,120,FALSE,Pass,59,48,71,105,0,35,64
558345,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,53.75,1112,785,1933,4857,704,78
558484,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,65,987,603,1279,1388,332,87
558635,F,North Region,A Level or Equivalent,NA,0-35,1,60,FALSE,Pass,55,178,396,852,702,248,58
558893,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Distinction,63.25,322,614,2121,503,381,93
558970,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,48.5,130,356,1305,1036,384,79
559428,F,Wales,A Level or Equivalent,50-60%,0-35,0,90,FALSE,Distinction,61.75,1133,657,2256,406,415,94
559754,M,London Region,Lower Than A Level,30-40%,0-35,1,90,FALSE,Pass,58,1183,550,2065,1879,671,81
559813,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,53.75,143,158,459,97,56,82
559863,M,Ireland,Lower Than A Level,NA,35-55,0,60,FALSE,Pass,65.25,1141,569,482,705,505,90
560401,M,West Midlands Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,62.25,234,171,412,475,112,95
560410,M,Scotland,Lower Than A Level,30-40%,0-35,1,60,FALSE,Pass,36.5,0,72,195,0,57,46
560703,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,53.25,572,687,2324,687,388,85
560727,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,120,FALSE,Pass,57,871,690,1367,496,426,84
560949,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Pass,58.5,113,430,1276,581,251,85
561031,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,TRUE,Pass,70,56,229,787,0,166,92
561268,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,67.75,799,560,2477,329,386,91
561386,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Distinction,64,633,238,1162,350,203,87
561542,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,56,604,436,536,630,228,50
561714,M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,120,TRUE,Distinction,71,553,150,240,321,181,93
561865,M,Wales,HE Qualification,20-30%,35-55,0,60,FALSE,Pass,47.75,868,620,1119,667,429,84
561867,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,45.75,334,226,363,412,153,63
561868,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,FALSE,Pass,51,187,441,756,2542,507,86
561874,F,Wales,HE Qualification,20-30%,35-55,0,60,FALSE,Pass,43.75,530,650,3302,601,519,71
561879,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,49.5,227,158,578,308,123,80
561889,M,Wales,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,53,346,227,779,872,205,95
561929,F,Wales,Lower Than A Level,70-80%,35-55,0,60,FALSE,Pass,55,310,433,1756,720,339,80
561930,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,55.5,56,35,163,87,86,84
562377,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,TRUE,Pass,47.75,348,183,592,712,207,25
563051,M,Ireland,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,54.75,313,86,413,90,87,77
563299,M,South Region,A Level or Equivalent,10-20%,0-35,0,120,FALSE,Pass,58.5,345,257,779,685,176,84
563783,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,59.25,613,498,1922,431,550,81
563787,F,North Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Distinction,62.5,527,427,1506,742,389,91
564119,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,54.75,500,205,870,401,147,79
564262,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,180,FALSE,Pass,55.75,230,245,946,509,247,65
564702,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Pass,56,295,444,1041,456,237,69
564981,F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Distinction,68.25,305,384,1082,1081,249,99
565587,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,60,313,583,1231,693,387,90
565698,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,59.5,207,161,1318,321,201,86
565849,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,FALSE,Pass,62,1474,695,2730,223,646,86
565990,M,London Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,58,302,404,1993,264,317,78
566009,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Distinction,67.5,235,459,1498,130,277,95
566135,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,64,415,217,253,381,127,86
566270,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,57.75,198,498,1764,203,295,87
566465,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,55,752,495,156,633,249,33
566817,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,55,278,401,1170,983,267,80
566973,F,North Region,A Level or Equivalent,NA,35-55,0,60,FALSE,Pass,60,962,790,1730,805,770,92
567165,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,46,82,181,386,501,129,66
567312,M,West Midlands Region,A Level or Equivalent,10-20%,35-55,0,60,FALSE,Pass,58.25,413,421,1394,690,255,90
567888,M,South East Region,HE Qualification,90-100%,35-55,0,60,FALSE,Distinction,71.25,1238,1033,2183,713,625,98
567901,M,London Region,Lower Than A Level,10-20%,0-35,0,135,FALSE,Pass,64,303,635,1379,699,270,78
568084,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,69,294,365,1019,589,288,94
568132,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,54.75,88,115,170,147,83,82
568153,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,59.5,523,622,3008,507,306,89
568204,M,Scotland,A Level or Equivalent,40-50%,35-55,0,90,FALSE,Fail,45,1253,469,605,3,212,67
568207,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,TRUE,Pass,59.25,184,290,451,53,172,74
568234,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,FALSE,Pass,58,50,98,131,654,111,70
568333,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,TRUE,Pass,61.75,416,796,2665,492,581,89
568450,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,57,275,325,1762,495,336,87
568551,F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,90,FALSE,Pass,64,482,636,1485,1871,837,98
568592,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,120,FALSE,Fail,35.25,584,1129,4578,1399,1196,85
568644,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,57.25,101,197,673,696,194,65
568767,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Fail,31.75,439,234,198,45,297,42
568774,M,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,120,FALSE,Pass,43,97,569,1637,961,314,75
569016,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,FALSE,Pass,67,250,253,613,267,222,95
569107,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,FALSE,Pass,68.5,3147,2138,1925,1184,604,93
569132,M,South East Region,Lower Than A Level,80-90%,0-35,0,120,FALSE,Fail,37.75,286,389,1487,471,387,60
569167,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,FALSE,Pass,53,132,246,724,1355,241,73
569474,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,FALSE,Pass,72.25,528,665,743,1067,329,92
569507,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,FALSE,Pass,63,929,698,2416,1679,650,94
569566,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,51.5,516,616,1609,681,437,1
569609,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,65,503,437,1339,319,335,82
569712,M,South Region,Lower Than A Level,50-60%,35-55,0,120,TRUE,Distinction,63.25,546,782,1535,1367,617,88
570061,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,TRUE,Pass,51.25,978,641,1723,2690,452,69
570213,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,FALSE,Fail,41.75,335,370,2320,215,484,55
570428,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,49.5,261,389,1285,417,252,73
570455,M,Wales,Lower Than A Level,30-40%,35-55,0,60,FALSE,Pass,53.75,804,555,2041,596,384,81
570517,M,South West Region,A Level or Equivalent,10-20%,0-35,0,75,FALSE,Pass,57.5,139,319,987,905,188,76
570550,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Fail,56.75,426,299,271,3,127,71
570732,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Distinction,66.75,259,550,1396,156,263,87
570807,F,North Region,A Level or Equivalent,NA,0-35,0,90,FALSE,Distinction,64.25,185,262,1165,294,317,91
570978,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,61.25,469,498,849,543,167,80
571019,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Distinction,71.5,201,321,1298,365,220,98
571022,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,58.25,402,602,1821,773,432,85
571117,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,FALSE,Fail,26,57,170,845,3,259,9
571355,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,52,606,728,1505,1522,564,74
571363,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Fail,41.5,596,668,1024,438,296,60
571490,M,London Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,61.5,434,613,1447,407,468,90
571622,M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,63,396,347,846,112,199,0
571650,M,London Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,59.25,724,390,228,204,221,87
571800,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,61.25,198,210,972,26,164,92
571802,F,North Western Region,Lower Than A Level,10-20%,0-35,0,60,FALSE,Fail,37.5,59,97,93,383,90,44
571828,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Pass,53.5,304,675,1336,468,396,72
571831,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,50,162,177,311,180,135,83
571859,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,67.25,271,377,1040,320,236,95
571862,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,62.5,497,494,1568,687,456,92
571893,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,FALSE,Pass,46.75,121,199,188,267,203,59
571926,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Pass,65.5,634,652,1838,1203,289,86
571973,M,London Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,46.25,379,440,647,713,247,68
572003,M,North Region,A Level or Equivalent,10-20%,35-55,0,120,FALSE,Pass,58.25,681,436,914,467,251,95
572011,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,58.25,443,216,823,462,174,89
572036,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,63.75,290,319,783,733,253,90
572047,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Fail,30.25,73,232,798,507,164,51
572053,M,London Region,HE Qualification,20-30%,0-35,0,120,FALSE,Distinction,64.5,265,519,2203,1011,543,92
572124,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,FALSE,Pass,55.25,487,277,677,297,179,83
572125,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,59,429,342,579,258,192,35
572250,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,53.75,93,130,491,325,97,70
572274,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,59.5,180,345,494,1281,305,88
572397,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,51,142,194,265,718,243,81
572410,M,Wales,HE Qualification,40-50%,0-35,0,60,FALSE,Pass,52.5,205,250,964,8,132,84
572505,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,58.25,575,685,1660,261,356,80
572560,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,FALSE,Pass,57,192,276,906,562,248,72
572584,M,London Region,Lower Than A Level,50-60%,35-55,0,60,FALSE,Pass,52.5,184,167,695,1014,159,92
572588,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Distinction,63.25,154,124,401,54,121,87
572634,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,60.25,269,231,216,164,130,87
572702,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Pass,45.25,784,622,826,1030,244,62
572718,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,TRUE,Fail,54.25,272,224,750,432,164,57
572769,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Pass,59,641,681,1029,533,246,96
572845,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Distinction,67.5,775,380,2074,329,312,99
572860,F,London Region,No Formal quals,10-20%,0-35,0,120,FALSE,Pass,60.5,699,657,2064,1575,503,80
573166,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Pass,55.5,128,200,490,235,153,82
573173,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,60.5,606,558,1212,566,306,46
573224,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Distinction,65,21,150,442,305,84,88
573434,M,London Region,Lower Than A Level,40-50%,0-35,0,60,FALSE,Pass,48,481,447,920,466,358,87
573467,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,FALSE,Pass,50.5,764,655,1157,1006,513,68
573639,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,55.75,801,447,1212,1455,235,78
573678,M,Ireland,A Level or Equivalent,90-100%,0-35,0,70,TRUE,Pass,35,41,115,233,254,91,58
573704,M,Wales,Lower Than A Level,60-70%,0-35,0,90,FALSE,Pass,39.5,331,295,475,149,202,59
573766,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,FALSE,Fail,34.25,150,171,156,719,160,30
